a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,label,action_name
304.00,561.00,130.00,540.00,31.00,28.95,44.05,20.76,86.53,49.38,22.18,40.85,56.00,19.74,77.94,85.59,143.50,48.30,75.92,48.61,65.00,23.94,14.42,35.16,70.61,45.97,29.73,15.92,42.00,60.11,80.13,193.88,286.23,115.50,50.01,62.78,119.00,3.78,9.18,34.33,36.88,5.64,9.78,6.90,6.00,0,휴식 (Relax)
312.00,594.00,151.00,616.00,39.00,47.75,36.30,44.76,75.89,26.58,38.71,33.98,32.00,19.74,77.94,85.59,143.50,48.30,75.92,48.61,65.00,27.29,13.54,40.05,65.73,42.12,24.88,19.82,37.00,49.73,70.44,184.13,296.74,125.76,60.97,62.21,130.00,8.08,2.71,29.29,40.71,14.79,4.32,13.19,5.00,0,휴식 (Relax)
328.00,605.00,162.00,638.00,33.00,43.14,31.34,42.34,83.52,28.09,41.30,38.02,24.00,44.03,33.62,104.02,157.50,42.60,49.99,20.74,11.00,27.33,15.67,33.17,73.93,53.59,23.59,41.62,15.00,61.73,25.97,211.60,284.00,150.14,65.97,123.33,43.00,9.75,4.71,30.84,38.95,14.80,5.28,12.13,3.00,0,휴식 (Relax)
328.00,583.00,140.00,551.00,26.00,43.75,16.06,56.20,80.40,12.16,49.30,25.84,40.00,44.03,33.62,104.02,157.50,42.60,49.99,20.74,11.00,35.25,19.64,42.54,65.46,44.30,14.70,32.20,25.00,61.73,25.97,211.60,284.00,150.14,65.97,123.33,43.00,7.81,5.08,24.97,42.80,21.56,12.26,13.37,4.00,0,휴식 (Relax)
320.00,572.00,135.00,551.00,28.00,48.81,9.02,62.38,72.44,17.62,41.36,33.09,32.00,34.36,25.26,102.65,162.41,41.41,60.98,10.94,22.00,19.68,26.86,34.39,75.66,47.49,2.94,23.71,41.00,19.41,61.12,205.57,294.25,153.76,55.80,55.12,119.00,16.39,16.07,29.75,34.71,17.71,8.47,9.00,7.00,0,휴식 (Relax)
312.00,572.00,140.00,583.00,36.00,34.90,19.20,68.16,72.44,20.73,30.19,49.09,16.00,31.19,7.89,132.97,134.27,15.96,46.00,43.64,11.00,3.95,42.86,47.48,65.22,31.50,13.17,27.24,25.00,51.99,91.75,237.39,262.55,120.95,24.69,76.12,86.00,11.40,13.09,24.90,38.60,22.28,12.98,9.03,12.00,0,휴식 (Relax)
320.00,616.00,145.00,627.00,39.00,27.16,22.87,76.14,64.50,25.97,29.75,41.85,24.00,23.15,29.16,113.19,155.56,17.06,70.41,75.64,44.00,8.24,39.42,43.67,69.34,29.77,16.92,28.33,20.00,30.35,88.21,201.34,293.96,106.73,52.60,130.00,10.00,5.79,22.58,27.55,32.02,16.14,6.34,18.31,3.00,0,휴식 (Relax)
336.00,594.00,151.00,605.00,31.00,43.11,29.75,72.82,68.35,41.00,22.87,33.80,40.00,41.21,59.73,135.67,134.27,31.32,38.91,51.28,11.00,17.95,41.67,48.54,63.98,22.20,18.58,31.26,31.00,74.19,129.97,236.04,257.41,64.77,32.39,109.91,54.00,5.79,22.58,27.55,32.02,16.14,6.34,18.31,3.00,0,휴식 (Relax)
304.00,561.00,140.00,551.00,24.00,24.00,6.12,52.94,91.21,49.85,14.78,42.61,64.00,35.93,51.88,106.93,162.41,61.01,40.80,53.97,22.00,14.52,37.23,43.62,68.54,17.33,23.37,35.13,36.00,25.18,80.49,184.92,300.62,49.54,92.04,132.63,119.00,12.22,19.56,27.60,32.57,12.82,12.94,4.94,15.00,0,휴식 (Relax)
312.00,561.00,135.00,551.00,28.00,25.08,10.61,39.31,96.66,59.94,25.60,29.82,48.00,62.28,79.67,117.77,149.62,67.02,13.67,38.43,11.00,27.42,13.53,46.44,63.00,34.00,13.53,11.09,9.00,95.12,127.20,231.42,248.85,37.46,49.23,76.37,32.00,16.98,24.06,32.59,27.86,7.89,9.01,5.21,10.00,0,휴식 (Relax)
312.00,594.00,151.00,616.00,42.00,38.12,25.60,46.06,82.37,45.62,10.61,44.99,64.00,40.37,59.38,95.85,170.77,89.01,10.19,33.25,33.00,16.62,16.75,35.44,74.00,34.28,24.32,5.32,2.00,31.80,63.00,171.51,307.39,86.67,109.11,59.66,33.00,10.66,10.99,29.54,36.77,16.45,18.63,17.64,6.00,0,휴식 (Relax)
328.00,605.00,151.00,627.00,33.00,30.17,22.38,38.26,86.53,47.41,11.79,52.93,72.00,12.44,61.72,93.04,165.00,84.17,41.91,62.84,11.00,5.96,18.60,32.99,74.81,43.90,16.85,12.99,9.00,58.20,68.11,192.65,286.40,116.26,57.72,102.89,43.00,14.20,12.84,34.32,33.42,12.98,13.90,14.14,1.00,0,휴식 (Relax)
328.00,572.00,145.00,561.00,24.00,13.79,54.83,51.27,57.69,8.25,28.88,26.40,32.00,21.85,72.11,103.80,154.00,73.54,33.05,51.96,0.00,11.75,20.00,46.92,60.02,34.30,19.50,2.04,6.00,58.20,68.11,192.65,286.40,116.26,57.72,102.89,43.00,4.01,2.83,28.48,43.42,21.75,14.35,15.99,11.00,0,휴식 (Relax)
328.00,551.00,135.00,530.00,28.00,13.79,54.83,51.27,57.69,8.25,28.88,26.40,32.00,43.15,33.01,86.57,167.16,60.63,71.22,18.65,65.00,1.75,24.88,41.12,62.63,41.07,20.03,11.79,16.00,58.37,69.22,190.24,290.15,154.21,56.38,18.98,65.00,8.45,8.80,37.43,39.29,14.52,5.15,9.62,0.00,0,휴식 (Relax)
296.00,561.00,135.00,583.00,39.00,18.44,52.86,59.19,48.00,30.69,45.50,29.10,64.00,85.46,71.65,129.18,127.77,17.03,32.06,26.72,21.00,14.47,40.84,52.43,47.85,27.51,30.86,7.79,0.00,80.37,91.09,212.08,268.73,133.56,50.77,16.56,43.00,5.77,7.84,31.44,47.07,20.69,3.25,8.40,8.00,0,휴식 (Relax)
320.00,616.00,145.00,638.00,39.00,18.44,52.86,59.19,48.00,30.69,45.50,29.10,64.00,50.06,33.27,108.24,162.79,46.74,62.01,78.54,34.00,9.89,37.27,48.12,50.25,29.40,35.79,12.56,5.00,31.29,72.80,187.16,296.65,153.22,117.20,81.69,34.00,12.45,15.54,35.40,46.04,14.93,7.39,12.03,0.00,0,휴식 (Relax)
336.00,616.00,162.00,638.00,28.00,21.16,23.11,59.59,57.69,60.55,35.47,45.42,32.00,76.73,76.89,157.64,132.00,44.12,15.80,44.63,21.00,26.95,49.97,62.01,28.23,3.49,30.68,19.69,27.00,115.97,165.17,276.11,215.52,57.14,52.27,54.79,64.00,9.45,13.15,32.49,49.04,16.69,10.25,14.86,3.00,0,휴식 (Relax)
336.00,572.00,140.00,551.00,24.00,44.96,29.75,83.49,40.00,49.84,22.87,23.56,56.00,56.24,57.25,143.30,152.28,65.77,32.20,52.73,43.00,16.05,38.99,51.63,38.60,14.18,40.94,30.39,38.00,52.64,115.59,236.96,262.69,83.64,105.17,114.61,129.00,7.47,19.28,33.76,50.70,5.15,13.28,1.34,12.00,0,휴식 (Relax)
312.00,551.00,135.00,540.00,31.00,30.08,13.86,77.58,53.67,63.33,13.86,8.58,72.00,3.36,68.80,176.66,142.00,74.22,25.70,31.43,11.00,15.95,25.65,57.73,40.31,26.84,20.78,16.74,11.00,68.58,157.72,305.59,216.01,41.06,38.82,21.06,31.00,9.45,21.28,35.76,48.76,3.62,11.29,1.74,10.00,0,휴식 (Relax)
320.00,594.00,145.00,627.00,42.00,25.57,8.66,83.96,50.60,57.35,20.91,16.48,64.00,14.08,57.96,166.58,153.00,85.12,36.18,32.72,22.00,11.06,22.80,52.75,44.94,30.98,22.80,19.59,6.00,12.90,81.80,241.90,289.39,116.67,107.16,69.43,45.00,7.34,15.60,31.87,55.23,12.59,12.02,16.84,6.00,0,휴식 (Relax)
320.00,616.00,145.00,627.00,39.00,25.57,8.66,83.96,50.60,57.35,20.91,16.48,64.00,57.65,32.93,173.69,158.93,84.88,40.59,57.54,22.00,1.79,13.42,50.56,49.40,33.99,13.42,11.54,16.00,80.66,55.93,271.90,282.21,116.58,56.48,10.70,31.00,18.34,25.08,42.23,46.23,12.32,1.02,8.77,5.00,0,휴식 (Relax)
328.00,583.00,145.00,572.00,28.00,25.69,8.66,88.06,48.00,41.35,20.91,10.75,80.00,67.68,40.68,184.64,148.37,74.00,29.66,46.83,11.00,5.02,8.82,54.96,45.22,29.00,18.23,16.16,11.00,71.49,46.72,261.02,293.21,127.56,62.40,21.13,42.00,11.45,17.89,37.64,51.62,20.31,7.35,11.46,13.00,0,휴식 (Relax)
320.00,561.00,140.00,540.00,26.00,25.69,8.66,88.06,48.00,41.35,20.91,10.75,80.00,48.17,15.04,165.99,172.53,65.20,36.30,10.68,44.00,0.16,11.29,51.26,48.27,27.81,21.28,21.16,6.00,78.49,41.34,254.68,308.95,119.16,26.71,66.26,45.00,12.68,19.42,46.69,43.57,19.80,8.64,5.95,0.00,0,휴식 (Relax)
312.00,572.00,135.00,572.00,36.00,42.24,28.46,80.87,53.67,30.19,9.27,15.38,56.00,62.37,35.83,184.72,154.93,43.52,16.13,11.91,22.00,16.05,18.99,59.04,37.44,16.41,27.04,9.58,22.00,108.67,70.83,286.41,277.86,86.51,32.17,36.83,12.00,8.74,14.76,42.33,47.89,24.78,13.57,8.14,5.00,0,휴식 (Relax)
312.00,616.00,145.00,627.00,42.00,34.41,21.78,74.20,60.93,22.49,17.13,22.00,48.00,20.75,46.54,145.14,194.45,47.01,54.85,65.12,33.00,11.56,18.90,54.19,41.68,11.44,32.01,11.07,27.00,32.89,78.84,247.59,312.85,78.91,108.13,65.43,64.00,10.71,6.64,48.33,42.30,23.06,14.62,16.91,13.00,0,휴식 (Relax)
328.00,605.00,156.00,616.00,33.00,18.82,25.60,61.27,68.82,35.13,10.61,17.02,64.00,36.87,90.46,170.63,170.84,14.35,26.22,33.78,11.00,16.95,37.68,55.47,36.00,26.28,20.60,13.90,6.00,40.30,143.36,296.51,261.34,13.92,76.19,7.38,1.00,14.79,11.63,53.29,37.34,18.09,9.63,11.93,8.00,0,휴식 (Relax)
328.00,572.00,145.00,561.00,24.00,12.25,41.36,67.89,56.57,40.19,9.02,16.78,48.00,28.48,77.30,150.02,190.79,35.49,42.89,40.14,33.00,11.12,32.44,49.53,42.00,26.71,24.49,18.26,0.00,14.79,107.10,250.76,300.78,50.81,116.96,52.61,56.00,14.61,12.07,51.40,39.22,18.15,12.42,7.38,10.00,0,휴식 (Relax)
328.00,551.00,140.00,540.00,28.00,12.25,41.36,67.89,56.57,40.19,9.02,16.78,48.00,68.98,104.82,158.94,176.38,45.97,16.84,31.11,21.00,1.13,31.75,44.77,43.42,36.43,13.49,15.72,11.00,100.31,153.50,285.34,253.19,69.57,37.56,49.03,31.00,19.10,17.06,56.17,34.54,13.21,7.68,2.44,5.00,0,휴식 (Relax)
304.00,561.00,140.00,572.00,36.00,16.09,44.89,66.20,43.08,41.02,30.48,33.17,72.00,79.98,115.82,169.92,165.47,36.50,5.90,29.22,10.00,5.48,35.79,48.60,38.60,33.01,17.30,14.06,6.00,90.59,142.51,274.49,263.18,79.13,38.96,59.90,42.00,7.10,12.85,49.42,40.61,15.85,11.70,9.59,7.00,0,휴식 (Relax)
320.00,616.00,151.00,638.00,39.00,22.09,52.44,73.92,35.78,33.04,24.04,25.23,64.00,31.50,83.07,153.58,169.54,81.02,61.79,81.07,55.00,10.68,20.34,35.56,45.80,42.82,25.58,14.56,10.00,88.55,105.89,271.60,240.00,139.42,76.57,52.17,66.00,5.17,22.30,56.97,32.65,5.70,1.59,3.92,4.00,0,휴식 (Relax)
328.00,605.00,156.00,627.00,31.00,27.02,28.11,60.36,35.78,34.11,38.91,9.73,32.00,56.63,113.11,194.21,127.47,56.13,40.26,37.21,11.00,31.38,22.28,47.02,31.38,25.22,32.15,22.72,11.00,128.21,142.96,314.68,196.00,105.33,66.20,9.54,22.00,2.99,15.22,49.83,39.12,11.04,8.73,11.40,12.00,0,휴식 (Relax)
328.00,583.00,140.00,572.00,28.00,34.63,30.98,67.12,28.84,26.20,30.98,3.10,40.00,25.06,80.44,173.66,142.04,84.15,66.67,18.25,22.00,27.08,17.40,42.43,35.78,27.48,37.11,27.55,16.00,62.25,82.44,283.80,206.81,145.09,124.03,61.27,44.00,13.49,17.01,52.22,34.48,7.13,6.37,2.12,1.00,0,휴식 (Relax)
312.00,551.00,130.00,530.00,28.00,11.15,10.61,50.07,46.65,31.46,25.60,21.81,64.00,40.00,68.18,216.15,93.81,56.55,20.43,59.85,43.00,27.90,19.27,54.11,35.78,6.54,23.26,6.53,16.00,58.37,119.52,368.54,110.00,67.18,52.07,51.35,64.00,13.49,17.01,52.22,34.48,7.13,6.37,2.12,1.00,0,휴식 (Relax)
320.00,583.00,151.00,605.00,39.00,11.06,6.12,59.94,40.79,16.28,14.78,10.74,48.00,30.35,58.83,206.25,102.93,67.00,29.64,68.79,54.00,19.28,9.36,43.64,45.88,17.13,32.65,17.28,27.00,6.47,65.65,325.62,148.81,113.18,96.08,105.27,118.00,12.74,8.12,47.46,33.38,13.44,10.68,13.75,16.00,0,휴식 (Relax)
320.00,605.00,151.00,627.00,36.00,4.67,8.00,52.61,48.66,18.57,8.00,13.93,40.00,44.62,11.38,216.83,87.01,53.27,27.47,58.57,0.00,8.32,17.52,45.78,53.60,20.65,18.31,4.53,11.00,81.31,67.66,361.63,120.00,78.88,33.65,44.80,31.00,17.07,12.20,51.74,28.44,10.07,6.42,9.70,11.00,0,휴식 (Relax)
336.00,616.00,151.00,616.00,31.00,12.66,24.00,55.69,48.66,3.22,24.00,7.45,56.00,66.32,28.75,238.77,65.01,31.81,12.05,48.51,22.00,7.18,23.40,51.76,48.92,14.88,20.16,6.60,17.00,71.46,56.68,350.75,131.00,89.39,41.56,48.19,20.00,6.11,3.65,43.59,32.25,18.68,12.44,11.39,0.00,0,휴식 (Relax)
320.00,561.00,135.00,530.00,28.00,12.66,24.00,55.69,48.66,3.22,24.00,7.45,56.00,19.12,31.03,220.07,84.50,42.80,62.12,45.24,77.00,13.31,19.42,48.12,55.97,17.41,19.42,14.17,27.00,75.83,65.85,340.84,162.41,81.01,55.91,70.12,117.00,5.31,13.41,49.15,23.35,12.69,3.19,5.58,11.00,0,휴식 (Relax)
296.00,551.00,130.00,551.00,33.00,27.52,40.00,50.82,62.48,28.80,40.00,34.74,24.00,35.49,61.78,246.75,63.29,23.23,40.56,50.37,45.00,28.21,30.53,60.58,47.41,3.49,30.53,11.73,12.00,95.35,86.58,360.61,146.00,60.29,42.09,59.06,96.00,0.60,9.55,44.30,27.02,16.98,6.98,6.67,16.00,0,휴식 (Relax)
312.00,594.00,151.00,627.00,36.00,35.52,47.93,58.63,56.57,26.85,32.10,26.91,32.00,6.41,51.38,220.93,93.05,53.99,59.56,78.69,12.00,18.07,19.99,52.34,57.38,13.03,41.31,21.35,1.00,9.88,77.45,309.72,213.52,95.27,105.36,104.30,9.00,9.96,14.21,44.14,22.14,11.52,4.25,10.74,6.00,0,휴식 (Relax)
344.00,605.00,156.00,627.00,36.00,13.39,37.73,48.48,82.37,57.06,29.67,18.93,64.00,29.27,77.87,233.57,87.00,43.69,26.80,45.71,45.00,17.14,22.26,63.51,53.01,16.98,33.89,0.74,22.00,50.23,130.82,346.30,191.09,54.36,58.26,51.77,64.00,9.96,14.21,44.14,22.14,11.52,4.25,10.74,6.00,0,휴식 (Relax)
320.00,572.00,140.00,540.00,24.00,17.65,44.05,55.90,78.79,52.82,22.18,13.16,56.00,24.72,37.77,189.69,131.00,86.24,36.16,15.59,89.00,13.22,17.35,58.78,58.01,21.48,37.32,4.99,27.00,39.72,76.72,268.13,275.54,126.98,103.06,35.32,151.00,12.44,13.51,35.55,23.71,10.07,15.92,7.49,24.00,0,휴식 (Relax)
320.00,572.00,125.00,551.00,31.00,10.80,36.21,50.80,86.16,58.21,15.00,7.69,48.00,57.13,45.93,182.34,135.09,73.73,5.53,29.62,56.00,19.43,18.75,65.04,65.30,37.77,6.36,26.19,4.00,104.59,122.31,283.88,270.19,95.69,40.95,36.56,86.00,14.42,15.50,37.13,21.95,8.42,14.27,5.55,22.00,0,휴식 (Relax)
312.00,583.00,151.00,627.00,42.00,6.65,30.81,60.66,81.58,43.89,24.23,22.21,64.00,46.62,35.12,172.94,145.78,83.14,13.45,37.57,45.00,15.12,13.07,59.05,70.68,42.94,5.41,31.90,10.00,52.50,59.24,217.94,336.15,154.38,66.44,102.54,20.00,5.37,11.58,23.48,34.67,21.87,21.30,14.06,4.00,0,휴식 (Relax)
320.00,627.00,151.00,627.00,36.00,13.13,36.36,68.16,73.76,43.45,24.45,14.36,56.00,51.44,50.27,119.27,179.01,52.71,63.68,65.87,121.00,16.05,13.48,56.40,76.01,45.42,6.35,24.30,1.00,92.63,86.80,197.41,349.72,113.70,23.76,38.77,107.00,13.19,19.45,28.44,31.02,17.27,13.33,6.25,12.00,0,휴식 (Relax)
328.00,583.00,145.00,572.00,28.00,17.69,12.51,70.98,72.44,23.84,46.34,14.99,32.00,72.95,71.08,132.94,162.11,31.35,49.09,44.13,99.00,20.03,18.29,60.73,71.85,40.43,6.12,25.84,4.00,92.63,86.80,197.41,349.72,113.70,23.76,38.77,107.00,5.84,13.92,21.26,38.60,23.44,10.30,5.33,20.00,0,휴식 (Relax)
312.00,561.00,135.00,540.00,26.00,9.91,18.24,63.03,80.40,16.42,53.55,22.88,24.00,22.54,65.33,83.26,203.21,41.97,81.27,14.88,44.00,5.13,9.54,49.31,82.04,36.55,21.75,30.57,20.00,19.35,78.96,143.05,388.49,65.90,90.20,83.72,9.00,11.08,20.97,26.46,37.05,14.74,9.72,8.72,7.00,0,휴식 (Relax)
304.00,561.00,140.00,572.00,36.00,14.14,32.68,55.42,86.16,28.06,50.16,6.14,48.00,40.60,106.46,100.78,180.75,24.47,38.39,29.87,88.00,11.36,23.91,58.57,71.40,22.98,13.57,32.00,4.00,69.87,133.18,188.05,342.03,21.74,51.79,59.77,64.00,6.11,15.99,21.66,42.05,18.48,10.41,12.96,2.00,0,휴식 (Relax)
320.00,616.00,145.00,627.00,39.00,21.85,35.18,62.50,78.79,30.88,44.29,6.18,40.00,9.19,79.20,69.04,211.15,57.47,38.12,60.75,121.00,7.59,19.70,53.89,75.45,18.62,17.26,35.55,1.00,19.06,95.69,148.28,376.11,33.28,87.37,93.44,119.00,5.35,12.45,23.54,43.97,10.74,17.86,9.89,13.00,0,휴식 (Relax)
336.00,605.00,162.00,627.00,33.00,13.90,49.03,47.31,91.21,54.82,20.31,26.58,16.00,45.23,92.33,85.22,198.22,61.50,22.30,36.67,67.00,30.87,35.00,62.11,62.97,34.01,15.14,11.86,31.00,91.28,150.94,212.02,310.41,90.38,20.24,24.68,22.00,10.34,16.56,28.54,39.22,8.35,13.03,8.05,8.00,0,휴식 (Relax)
320.00,583.00,135.00,561.00,26.00,13.90,49.03,47.31,91.21,54.82,20.31,26.58,16.00,45.23,92.33,85.22,198.22,61.50,22.30,36.67,67.00,15.26,19.55,46.28,78.77,34.96,29.66,14.38,47.00,48.93,107.38,175.03,346.83,124.44,63.97,47.80,22.00,5.71,5.35,26.63,45.22,4.88,13.47,11.60,5.00,0,휴식 (Relax)
328.00,561.00,140.00,551.00,28.00,21.61,54.73,55.04,86.53,49.17,21.47,31.58,8.00,36.44,59.26,89.60,198.22,66.22,59.78,26.35,111.00,9.93,17.98,45.17,78.00,44.04,26.39,14.48,36.00,53.24,88.73,207.01,313.21,156.51,50.83,61.02,54.00,13.32,10.48,34.35,38.95,8.75,6.02,10.30,3.00,0,휴식 (Relax)
312.00,572.00,145.00,605.00,36.00,4.76,58.41,56.67,67.88,27.67,44.32,46.31,16.00,74.33,79.06,133.58,154.57,22.44,28.92,46.70,67.00,13.17,23.11,50.80,72.00,39.44,23.11,11.05,42.00,63.83,97.84,217.76,302.91,145.96,40.11,50.56,43.00,8.46,5.79,31.69,42.45,13.20,1.56,13.79,8.00,0,휴식 (Relax)
320.00,605.00,151.00,638.00,36.00,4.76,58.41,56.67,67.88,27.67,44.32,46.31,16.00,30.40,35.17,122.35,166.63,44.81,62.55,90.28,23.00,6.43,9.27,41.97,73.76,47.40,9.27,11.23,58.00,45.71,25.10,224.31,283.00,173.23,76.16,57.53,65.00,5.63,8.38,37.25,37.44,15.35,7.86,6.43,0.00,0,휴식 (Relax)
344.00,616.00,151.00,605.00,28.00,43.32,21.72,53.79,48.00,21.15,58.04,63.23,32.00,40.64,43.53,182.49,110.00,40.72,22.92,33.75,88.00,23.46,23.64,58.29,53.45,27.85,30.25,19.40,37.00,99.25,78.52,278.15,229.00,120.53,39.51,19.93,11.00,4.69,3.41,32.84,41.68,20.31,11.42,1.85,5.00,0,휴식 (Relax)
320.00,551.00,145.00,551.00,26.00,50.75,26.36,61.79,40.00,21.21,50.05,56.04,24.00,2.82,11.04,157.97,140.09,81.81,64.06,46.29,131.00,19.08,18.21,53.52,55.54,29.07,34.85,25.34,31.00,47.50,53.27,253.47,241.28,134.02,100.28,85.66,65.00,10.79,8.46,35.55,37.64,19.95,13.80,11.72,5.00,0,휴식 (Relax)
312.00,551.00,135.00,551.00,33.00,34.69,5.74,57.75,51.22,52.96,33.45,24.33,8.00,56.78,62.81,196.43,114.18,89.38,36.88,20.36,77.00,23.48,23.72,62.89,37.20,8.34,38.02,7.51,52.00,95.01,125.71,319.62,170.84,58.53,44.22,17.17,11.00,12.98,11.24,38.55,34.79,17.01,10.85,8.93,2.00,0,휴식 (Relax)
312.00,605.00,145.00,627.00,39.00,37.38,12.25,65.54,45.25,49.85,29.56,32.23,0.00,28.96,42.29,168.25,146.01,122.34,65.14,41.73,44.00,19.20,18.73,58.02,40.36,6.42,42.75,8.67,57.00,13.93,72.01,260.98,223.56,93.82,112.90,86.74,98.00,14.27,14.31,35.91,33.24,15.05,8.31,11.16,13.00,0,휴식 (Relax)
336.00,616.00,162.00,638.00,33.00,27.65,16.00,57.90,57.69,62.77,16.00,46.73,16.00,43.54,71.75,182.32,142.35,114.95,29.72,37.10,88.00,18.71,26.18,64.06,27.89,31.32,19.56,30.55,20.00,76.18,138.54,315.64,175.86,47.21,48.91,16.89,11.00,16.03,16.31,37.78,31.26,13.05,6.31,9.23,11.00,0,휴식 (Relax)
328.00,572.00,140.00,551.00,26.00,19.13,32.00,70.25,50.60,50.69,32.00,36.68,0.00,33.11,61.04,171.34,153.33,125.26,33.77,46.19,99.00,11.62,15.95,53.09,38.64,36.17,28.14,40.27,9.00,37.68,70.72,247.39,247.95,122.14,106.85,85.46,65.00,1.12,12.37,29.47,36.89,15.97,12.37,6.88,5.00,0,휴식 (Relax)
312.00,561.00,135.00,540.00,31.00,24.69,26.94,63.64,58.24,54.45,38.08,36.55,8.00,32.90,62.86,161.78,170.84,94.64,34.34,21.14,33.00,19.92,18.98,50.54,44.42,46.89,13.18,31.47,25.00,113.56,105.70,272.38,239.92,111.20,39.90,18.89,22.00,4.70,17.06,33.39,32.80,11.38,8.05,2.42,0.00,0,휴식 (Relax)
312.00,605.00,140.00,616.00,42.00,40.30,34.10,69.20,56.00,38.75,39.05,32.34,8.00,14.79,41.53,141.22,190.79,113.64,49.37,40.61,11.00,24.82,23.94,55.19,40.22,42.51,15.19,31.81,20.00,70.10,61.83,228.46,283.78,154.93,71.20,56.64,66.00,10.52,8.07,22.74,42.80,18.82,15.32,13.34,14.00,0,휴식 (Relax)
328.00,605.00,162.00,649.00,36.00,24.93,18.24,53.26,72.00,39.44,53.55,29.57,24.00,43.11,20.44,114.54,212.19,84.90,61.19,30.36,55.00,5.82,16.97,41.61,59.91,53.39,28.03,36.39,7.00,64.18,84.67,219.38,311.43,141.78,44.06,53.07,43.00,20.47,16.22,28.86,37.58,11.40,6.07,4.21,4.00,0,휴식 (Relax)
328.00,583.00,140.00,572.00,28.00,17.99,13.69,51.61,75.89,16.07,33.05,43.29,0.00,65.09,41.48,129.39,194.45,73.71,39.52,19.79,33.00,5.82,16.97,41.61,59.91,53.39,28.03,36.39,7.00,64.18,84.67,219.38,311.43,141.78,44.06,53.07,43.00,13.77,9.27,21.77,44.94,17.24,9.27,7.43,4.00,0,휴식 (Relax)
320.00,572.00,140.00,561.00,28.00,17.99,13.69,51.61,75.89,16.07,33.05,43.29,0.00,30.97,24.54,90.82,224.29,29.73,23.83,39.71,11.00,1.80,12.83,37.36,64.14,53.01,30.97,37.83,2.00,8.60,72.17,188.75,344.25,122.84,62.46,40.87,23.00,13.31,13.80,25.98,42.30,10.26,1.91,3.84,7.00,0,휴식 (Relax)
304.00,572.00,130.00,572.00,39.00,17.73,23.44,42.00,91.21,29.30,27.03,11.64,32.00,42.43,56.43,103.05,203.21,51.48,12.79,30.88,22.00,30.85,33.39,53.72,55.01,27.19,3.01,28.40,34.00,60.71,122.79,232.77,300.67,76.49,9.05,29.01,32.00,10.09,7.81,20.14,48.26,15.32,7.81,9.27,13.00,0,휴식 (Relax)
320.00,616.00,145.00,638.00,39.00,17.73,23.44,42.00,91.21,29.30,27.03,11.64,32.00,18.16,35.14,70.54,230.67,55.95,37.25,56.86,55.00,22.20,24.45,44.82,65.01,17.68,9.28,28.46,44.00,25.16,65.28,175.29,355.69,33.37,76.27,91.49,109.00,9.85,10.00,22.55,48.66,10.28,10.00,8.05,0.00,0,휴식 (Relax)
328.00,605.00,156.00,627.00,31.00,17.73,23.44,42.00,91.21,29.30,27.03,11.64,32.00,34.88,66.25,75.93,211.15,91.56,43.92,13.25,11.00,19.44,25.91,49.46,66.71,23.82,14.31,35.44,28.00,100.06,112.95,220.47,312.46,43.37,49.89,58.73,33.00,11.12,12.98,25.54,45.71,7.40,7.04,5.40,3.00,0,휴식 (Relax)
336.00,583.00,140.00,561.00,28.00,30.84,39.45,56.54,73.76,24.04,10.39,25.51,56.00,43.29,76.89,86.93,200.93,83.52,32.98,24.21,22.00,17.02,21.34,44.47,71.59,22.14,19.25,39.88,23.00,59.65,70.31,180.57,351.56,69.56,91.47,88.38,11.00,12.54,10.12,24.30,47.76,6.29,7.18,2.96,11.00,0,휴식 (Relax)
304.00,551.00,135.00,551.00,31.00,15.61,24.00,42.61,86.53,39.95,24.00,41.48,72.00,47.84,67.09,84.20,187.30,115.88,34.68,76.49,76.00,12.86,7.98,42.19,76.56,38.03,15.82,23.92,39.00,69.97,83.68,207.45,323.60,124.19,48.01,20.55,76.00,16.75,14.08,28.99,43.08,1.44,2.42,3.61,6.00,0,휴식 (Relax)
320.00,594.00,145.00,616.00,39.00,8.44,25.60,53.06,75.89,36.04,10.61,20.56,48.00,68.13,86.37,106.07,165.47,96.58,13.41,58.61,54.00,13.82,11.00,47.87,71.11,35.65,11.00,29.71,33.00,59.79,72.71,196.55,334.38,133.38,57.41,19.79,87.00,5.88,4.33,23.30,48.26,11.27,8.68,14.54,5.00,0,휴식 (Relax)
328.00,627.00,145.00,638.00,36.00,3.96,17.89,45.41,83.52,43.86,17.89,18.71,40.00,9.12,29.94,97.31,172.66,132.09,72.28,72.83,22.00,13.82,11.00,47.87,71.11,35.65,11.00,29.71,33.00,27.29,57.32,193.75,328.74,170.81,35.98,92.68,0.00,4.24,11.38,31.40,40.36,10.73,6.68,6.06,5.00,0,휴식 (Relax)
